Reporting_Year / Année;NPRI_ID / No_INRP;Facility_Name / Installation;Company_Name / Dénomination_sociale_de_l'entreprise;NAICS / Code_SCIAN;Province / Province;CAS_Number / No_CAS;Substance Name (English) / Nom de substance (Anglais);Substance Name (French) / Nom de substance (Français);Group (English) / Groupe (Anglais);Group (French) / Groupe (Français);Category (English) / Catégorie (Anglais);Category (French) / Catégorie (Français);Quantity / Quantité;Units / Unités;Estimation_Method / Méthode_d’estimation 
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;82.724;tonnes;E1
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;51.09;kg;E1
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.789;tonnes;E1
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.328;tonnes;E1
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;83.896;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;28.137;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.28;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.5;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2007;2001;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU;ABITIBI CONSOLIDATED OF CANADA;322122;QC;7664-93-9;Sulphuric acid;Acide sulfurique;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.175;tonnes;E2
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.185;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;53-70-3;Dibenzo(a,h)anthracene - PAH;Dibenz(a,h)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.123;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;205-99-2;Benzo(b)fluoranthene - PAH;Benzo(b)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.683;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;205-82-3;Benzo(j)fluoranthene - PAH;Benzo(j)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.683;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.838;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;193-39-5;Indeno(1,2,3-CD)pyrene - PAH;Indeno(1,2,3-c,d)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.609;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;86-73-7;Fluorene - PAH;Fluorène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.011;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.033;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.033;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;218-01-9;Benzo(a)phenanthrene - PAH;Benzo(a)phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.265;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;207-08-9;Benzo(k)fluoranthene - PAH;Benzo(k)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.683;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;192-97-2;Benzo(e)pyrene - PAH;Benzo(e)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.629;kg;M3
2007;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;191-24-2;Benzo(g,h,i)perylene - PAH;Benzo(g,h,i)pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.022;kg;M3
2007;2100;LA MINE NIOBEC;IAMGOLD CORPORATION;212299;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.92;tonnes;C
2007;2100;LA MINE NIOBEC;IAMGOLD CORPORATION;212299;QC;7782-41-4;Fluorine;Fluor;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;30.4;tonnes;O
2007;2100;LA MINE NIOBEC;IAMGOLD CORPORATION;212299;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.42;tonnes;C
2007;2461;USINE DE PCC DE WINDSOR;MINTECH CANADA;327990;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.08;tonnes;O
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.123;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;111.148;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.031;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.181;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.481;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.707;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.063;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.001;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - P/H;PAHs, total unspeciated;HAP, non différenciés;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.707;kg;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;31.45;tonnes;E1
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - M14;Total Reduced Sulphur (TRS);Soufre réduit total (SRT);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.257;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.576;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;61.839;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;108-88-3;Toluene;Toluène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.001;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.505;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;108-10-1;Methyl isobutyl ketone;Méthylisobutylecétone;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.008;tonnes;E2
2007;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;78-93-3;Methyl ethyl ketone;Méthyléthylcétone;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.049;tonnes;E2
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;32.229;kg;E2
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;16.932;kg;M3
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.784;tonnes;M3
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;52.996;tonnes;O
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.343;tonnes;E2
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.006;tonnes;M3
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;21.588;kg;E2
2007;2587;ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE;ABITIBI CONSOLIDATED OF CANADA;322121;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Leaks;Fuites;6.794;tonnes;O
2007;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;29.656;kg;M3
2007;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.671;kg;M3
2007;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;32;kg;M3
2007;2852;ORICA CANADA;ORICA CANADA;325920;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;C
2007;2938;SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;22;kg;M1
2007;2938;SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;66;kg;M1
2007;2938;SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;64.42;kg;M1
2007;2938;SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.99;tonnes;M1
2007;2938;SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;21.6;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;29.39;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.777;tonnes;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.2;tonnes;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.939;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.263;tonnes;E2
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;19.097;tonnes;E1
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;78-93-3;Methyl ethyl ketone;Méthyléthylcétone;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.008;tonnes;E2
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.023;tonnes;E2
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.224;tonnes;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.694;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;48.489;tonnes;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;37.322;kg;M3
2007;2948;SITE DE TÉMISCAMING;TEMBEC INC. TÉMISCAMING;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.714;tonnes;M3
2007;2978;USINE VAUDREUIL;RIO TINTO ALCAN;331313;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.87;kg;C
2007;2986;ARCELORMITTAL CONTRECOEUR-OUEST;ARCELORMITTAL MONTRÉAL INC.;331110;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.24;tonnes;M3
2007;3060;USINE LATERRIERE;RIOTINTOALCAN;331313;QC;7664-39-3;Hydrogen fluoride;Fluorure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.754;tonnes;M1
2007;3062;USINE GRANDE-BAIE;ALCAN;331313;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.02;kg;M3
2007;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.005;tonnes;O
2007;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.02;tonnes;O
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.27;tonnes;E1
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;174;kg;M3
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;34.64;tonnes;E1
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.812;tonnes;M3
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;42.372;tonnes;M3
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;64;kg;M3
2007;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.778;tonnes;E1
2007;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;48.669;tonnes;M3
2007;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;171.52;kg;M3
