Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2014;6365;Société coopérative agricole La Seigneurie;Meunerie;404  Saint-François;;Saint-Narcisse-de-Beaurivage;QC;G0S1W0;;;46.48182;-71.2349;1983;6;Other Manufacturing;Autres fabrication;2433030;Saint-Narcisse-de-Beaurivage;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6366;Métallurgie Castech Inc.;Métallurgie Castech inc.;500 Boulevard Frontenac Est;;Thetford Mines;QC;G6G7M8;;;46.1078;-71.3053;1983;5;Iron and Steel;Fer et acier;2431084;Thetford Mines;430;Thetford Mines;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6367;Cascades Canada ULC.;Cascades Canada ULC -Traitement des eaux des 4 usines de P&P;461  Marie-Victorin Boulevard;;Kingsey Falls;QC;J0A1B0;;;45.8602;-72.0725;1983;14;Pulp and Paper;Pâte à papier et papier;2439097;Kingsey Falls;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2004;6368;ITRON CANADA INC.;4005 BELLEFEUILLE;4005 rue Bellefeuille;;Trois-Rivières;QC;G9A5J3;;;46.328;-72.5648;1983;6;Other Manufacturing;Autres fabrication;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6369;Société en commandite Gaz  Métro;Société en commandite gaz metro;1717 du Havre Rue;;Montréal;QC;H2K2X3;;;45.5328;-73.549;1983;9;Oil & Gas Pipelines and Storage;Stockage et transport par gazoducs d'huile et de gaz;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6370;BFI Usine de triage Lachenaie Ltée.;Usine de triage Lachenaie;3779 des 40-Arpents Chemin;;Terrebonne;QC;J6V9T6;;;45.7326;-73.5346;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2464008;Terrebonne;462;Montréal;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6371;Prinoth Ltée.;Prinoth Ltée;1001 J.A. Bombardier Rue;;Granby;QC;J2J1E9;;;45.3854;-72.7739;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;6372;FLEXTRONICS;FLEXINFRASTRUCTURE;7055 Boul. Alexander Fleming;;Saint-Laurent;QC;H4S2A9;;;45.4801;-73.7585;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6373;Régie d'asssainissement St-Basile-St-Bruno;Station d'épuration St-Basile-St-Bruno;333  du Richelieu;;Saint-Basile;QC;J3N1M4;;;45.4944;-73.2787;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2457020;Saint-Basile-le-Grand;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6374;Régie d'asssainissement Sainte-Thérèse-Blainville;Station d'épuration Sainte-Thérèse-Blainville;500  Omer de Serres;;Blainville;QC;J7C5N6;;;45.6854;-73.87;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2473015;Blainville;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6375;Ville de Laval;Station d'épuration Auteuil;300 Brissette;;Laval;QC;H7J1A2;;;45.6598;-73.7473;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6376;Ville de Laval;Station d'épuration Fabreville;3985 Séguin;;Laval;QC;H7R5H2;;;45.5762;-73.835;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6377;Ville de Laval;Station d'épuration La Pinière;1133 Masson Montée;;Laval;QC;H7E4P2;;;45.6291;-73.6445;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6378;Ville de Magog;Station d'épuration des eaux;831 Hatley;;Magog;QC;J1X3W2;;;45.2576;-72.1402;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2445072;Magog;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6379;Ville de Sept-Îles;B-1 Sept-Îles;601 des Montagnais Rue Nord;;Sept-Îles;QC;G4R 5B8;;;50.2382;-66.3781;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2497007;Sept-Îles;412;Sept-Îles;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6380;Régie d'Assainissement des eaux de la Vallé du Richelieu;Régie d'assainissement des eaux de la Vallée du Richelieu;300 Brunet Rue;;Mont St-Hilaire;QC;J3G4S6;;;45.5938;-73.17;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2457035;Mont-Saint-Hilaire;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6381;Régie Intermunicipale d'ass. des eaux Rosemère et Lorraine;Station d'épuration des eaux usées;3 des Bernaches;;Rosemère;QC;J7A4Z9;;;45.6491;-73.774;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2473020;Rosemère;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6382;VILLE DE LÉVIS;STATION ÉPURATION ST-NICOLAS;395 rue de l'Aquifère;;St-Nicolas;QC;G7A4Y5;;;46.7211;-71.2909;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6383;VILLE DE LÉVIS;ÉTANGS AÉRÉS SECTEUR DESJARDINS;700 Archimède;;Lévis;QC;G6V7M5;;;46.7663;-71.1707;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6384;Ville de Gatineau;Usine d'épuration régionale;858 Notre-Dame Rue;;Gatineau;QC;J8P1N9;;;45.4791;-75.6047;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6385;Ville de Shawinigan;Site de traitement des eaux usées du secteur Grand-Mère & St;12600 Bois-Francs Chemin;;Grand-Mère;QC;G9T 5W1;;;46.5959;-72.6717;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2436033;Shawinigan;444;Shawinigan;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6386;Russel Metals Inc.;Amos;1675 de l'aéroport Route;;Amos;QC;J9T3A8;;;48.56184;-78.15473;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2488055;Amos;481;Amos;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;6387;Russel Metals Inc.;Boucherville;1331  Graham Bell;;Boucherville;QC;J4B6A1;;;45.56442;-73.43719;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2458033;Boucherville;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6388;Ville de Saint-Jerome;STATION D’ÉPURATION DES EAUX USÉES;100 Chemin Jean-Baptiste Rolland;;Saint-Jerome;QC;J0R1A0;;;45.7568;-74.0012;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6389;Régie d'asssainissement Terrebonne-Mascouche;Station d'épuration Terrebonne-Mascouche;199  de la Cabane Ronde Route;;Mascouche;QC;J7K3C1;;;45.7208;-73.5777;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2464015;Mascouche;462;Montréal;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;6390;GESTOFOR INC.;SECTION BOIS FRANCS;601 Guyon Rue;;St-Raymond;QC;G3L1Z1;;;46.8901;-71.8196;1983;19;Wood Products;Produits en bois;2434128;Saint-Raymond;;;2420;Capitale-Nationale;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6391;Fibre de verre Sherbrooke;Fibre de verre Sherbrooke;4385 Robitaille;;Sherbrooke;QC;J1L2K2;;;45.3908;-71.9728;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6392;Régie de traitement des eaux usées de Deux-Montagnes;Station de traitement des eaux usées;3300 Maxime;;Saint-Marthe-sur-le-Lac;QC;J7R5T3;;;45.5351;-73.9672;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2472015;Sainte-Marthe-sur-le-Lac;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6393;Produits Chimiques Regent Ltée.;Usine de Valleyfield;670 des Érables;;Valleyfield;QC;J6T6G4;;;45.2376;-74.0908;1983;3;Chemicals;Produits chimiques;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6394;Unifix Inc.;Bromont;35  Unifix Rue;;Bromont;QC;J2L1N5;;;45.3018;-72.724;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2447005;Bromont;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;6395;BELDEN CDT CANADA INC.;BELDEN/CDT - POINTE-CLAIRE;2345 Boul des Sources;;Pointe-Claire;QC;H9R5Z3;;;45.4697;-73.7896;1983;6;Other Manufacturing;Autres fabrication;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;6396;PBAILLARGEON LTÉE;CARRIÈRE BAILLARGEON;800 rue des carrières;;St-Jean-sur -Richelieu;QC;J3B 6Z4;;;45.3013;-73.2992;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2456083;Saint-Jean-sur-Richelieu;459;Saint-Jean-sur-Richelieu;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;6397;IMPRIMERIES TRANSCONTINENTAL S.E.N.C.;TRANSCONTINENTAL RIMOUSKI;300, AVENUE DE L'INDUSTRIE;CP 6059, SUCC. POINTE-AU-PÈRE;RIMOUSKI;QC;G5M1R1;;;48.4555;-68.5047;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2410043;Rimouski;404;Rimouski;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;6398;HONEYWELL AEROSPATIALE;HONEYWELL AEROSPATIALE - ST-LAURENT;200 Marcel-Laurin;;St-Laurent;QC;H4M2L5;;;45.5028;-73.675;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6399;SAPUTO BOULANGERIE INC.;STE-MARIE-DE-BEAUCE;380 Notre-Dame;;Sainte-Marie-de-Beauce;QC;G6E3B3;;;46.4418;-71.0271;1983;6;Other Manufacturing;Autres fabrication;2426030;Sainte-Marie;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6400;Saputo Produits Laitiers Canada s.e.n.c.;Usine de Saint-Raymond;71 St-Jacques Avenue;;Saint-Raymond;QC;G3l 3X9;;;46.8979;-71.8552;1983;6;Other Manufacturing;Autres fabrication;2434128;Saint-Raymond;;;2420;Capitale-Nationale;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;6401;EMBALLAGES ALCAN;EMBALLAGES ALCAN, BAIE D'URFÉ;19701 boul. Clark Graham;;Baie d'urfé;QC;H9X3T1;;;45.4237;-73.9138;1983;6;Other Manufacturing;Autres fabrication;2466112;Baie-D'Urfé;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6402;Commonwealth Plywood Co. Ltd.;Sainte-Thérèse;15 Labelle Boulevard;;Sainte-Thérèse;QC;J7E4H9;;;45.638228;-73.827412;1983;19;Wood Products;Produits en bois;2473010;Sainte-Thérèse;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;6403;COMMONWEALTH PLYWOOD CO. LTD.;TEE LAKE;247 Commonwealth Chemin;;Kipawa;QC;J0Z3P0;;;46.765064;-79.038549;1983;19;Wood Products;Produits en bois;2485010;Kipawa;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6404;Commonwealth Plywood Co. Ltd.;Shawinigan;1155 de la Fonderie Rue;;Shawinigan;QC;G9N7C1;;;46.546157;-72.751622;1983;19;Wood Products;Produits en bois;2436033;Shawinigan;444;Shawinigan;2470;Mauricie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;6405;COMMONWEALTH PLYWOOD CO. LTD.;PRINCEVILLE;540 Saint-Henri Rue;;Princeville;QC;G0P1E0;;;46.1653;-71.8797;1983;19;Wood Products;Produits en bois;2432033;Princeville;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6406;Commonwealth Plywood Co. Ltd.;Belleterre;417 Lac au sable Chemin;;Belleterre;QC;J0Z1L0;;;47.3817;-78.687;1983;19;Wood Products;Produits en bois;2485065;Belleterre;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6407;Commonwealth Plywood Co. Ltd.;Plancher Husky-Lachute;805 Christini Rue;;Lachute;QC;J8H4N6;;;45.64124;-74.30303;1983;19;Wood Products;Produits en bois;2476020;Lachute;468;Lachute;2455;Laurentides;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;6408;COLLINS & AIKMAN;FABRICANT DE TAPIS AUTOMOBILE;150 Collins St;;Farnham;QC;J2N2N8;;;45.2756;-72.9664;1983;6;Other Manufacturing;Autres fabrication;2446112;Farnham;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6409;Gurit Americas Inc.;Usine de Corecell;555 Poirier Boulevard;;Magog;QC;J1X7L1;;;45.279146;-72.104572;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2445072;Magog;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6410;BOISERIE IMPÉRIALES;BOISERIES IMPÉRIALES;705 Pope;;Cookshire;QC;J1L0B9;;;45.4033;-71.634;1983;19;Wood Products;Produits en bois;2441038;Cookshire-Eaton;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;6411;SOCIÉTÉ COOPÉRATIVE DE DISRAELI;SOCIÉTÉ COOPÉRATIVE DE DISRAELI - DISRAELI;815, avenue Champlain;;Disraeli;QC;G0N1E0;;;45.9068;-71.3611;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2431015;Disraeli;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2005;6412;GENERAL ELECTRIC CANADA;MONTREAL SERVICE CENTER;7420 St-Jacques Ouest;;Montréal;QC;H4B1W3;;;45.4535;-73.6366;1983;;;;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6413;Groupe Dynaco Cooperative Agroalimentaire;MEUNERIE;41  287 Route;;St-Phillipe-De-Néri;QC;G0L4A0;;;47.4656;-69.8798;1983;6;Other Manufacturing;Autres fabrication;2414060;Saint-Philippe-de-Néri;;;2415;Bas-Saint-Laurent;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;6414;LES INDUSTRIES DE LA RIVE-SUD;USINE DE LAURIERVILLE;326, avenue Tanguay;;Laurierville;QC;G0S1P0;;;46.3017;-71.6572;1983;6;Other Manufacturing;Autres fabrication;2432072;Laurierville;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6415;Shur Gain;Yamachiche;361  Trudel Boulevard;;Yamachiche;QC;G0X3L0;;;46.2882;-72.8387;1983;6;Other Manufacturing;Autres fabrication;2451020;Yamachiche;;;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;6416;WILFRID PAQUET & FILS LTÉE;WILFRID PAQUET;403, Rte 173;;St-Théophile;QC;G0M2A0;;;45.9514;-70.445;1983;19;Wood Products;Produits en bois;2429005;Saint-Théophile;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6417;Les Boulangeries Weston Québec Ltée.;Les Boulangeries Weston Gatineau;255 Industriel;;Gatineau;QC;J8R3V8;;;45.514921;-75.573838;1983;6;Other Manufacturing;Autres fabrication;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;6418;FRITO LAY CANADA;MISS VICKIE POINTE-CLAIRE;162 Boul. Brunswick;;Pointe-Claire;QC;H9R5P9;;;45.4707;-73.8197;1983;6;Other Manufacturing;Autres fabrication;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;6419;BOWATER;LAC DES AIGLES;101 rue Principale, C.P. 190;;Lac des Aigles;QC;G0K1V0;;;47.9915;-68.6766;1983;;;;2413060;Lac-des-Aigles;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;6420;Groupe Lebel Inc.;Groupe Lebel Inc.;566  Guerette;;Degelis;QC;G5T1G5;;;47.5542;-68.6433;1983;19;Wood Products;Produits en bois;2413005;Dégelis;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;6422;Imprimeries Transcontinental Inc.;Transcontinental Québec;2850 Jean-Perrin Street;;Québec;QC;G2C2C8;;;46.820916;-71.316979;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2004;6424;SOCIÉTÉ COOPÉRATIVE AGRICOLE DU SUD DE MONTRÉAL;IDEM;153 Saint-Nicolas;;Napierville;QC;J0J1L0;;;45.1872;-73.411;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2468030;Napierville;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6425;Rio Tinto Fer et Titane inc.;Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE;951 de l'Escale Boulevard;;Havre-Saint-Pierre;QC;G0G1P0;;;50.2435;-63.6064;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2498040;Havre-Saint-Pierre;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6426;SOCIÉTÉ EN COMMANDITE BORALEX ÉNERGIE;CENTRALE DE DOLBEAU;1 Avenue 4ième;;Dolbeau-Mistassini;QC;G8L2R4;;;48.8794;-72.2166;1983;4;Electricity;Électricité;2492022;Dolbeau-Mistassini;411;Dolbeau-Mistassini;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6427;CEPSA Chimie Montréal, s.e.c.;CEPSA Chimie Montréal, s.e.c.;10200 Sherbrooke Est;;Montréal;QC;H1B1B4;;;45.6203;-73.5183;1983;3;Chemicals;Produits chimiques;2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6428;Agrocentre Farnham Inc.;AGROCENTRE - STANBRIDGE STATION;1655 St-Henri;;Stanbridge Station;QC;J0J2J0;;;45.1384;-73.029;1983;3;Chemicals;Produits chimiques;2446030;Stanbridge Station;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6430;Agrocentre St-Pie Inc.;Agrocentre St-Pie;2710 235 Route;;St-Pie de Bagot;QC;J0H1W0;;;45.4943;-72.9062;1983;3;Chemicals;Produits chimiques;2454008;Saint-Pie;;;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6431;Agrocentre Fertibec Inc.;AGROCENTRE - ST-RÉMI DE NAPIERVILLE;621 Notre-Dame Rue;;St-Rémi;QC;J0L2L0;;;45.2662;-73.6138;1983;3;Chemicals;Produits chimiques;2468055;Saint-Rémi;;;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6432;Agrocentre Fertibec Inc.;AGROCENTRE - STE-MARTINE;1475 St-Jean Baptiste;;Ste-Martine;QC;J0S1V0;;;45.217;-73.8248;1983;3;Chemicals;Produits chimiques;2470012;Sainte-Martine;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
